Node Number = 612
378814.059547 3873848.693318 0.000000
378996.579742 3873846.268222 0.000000
379179.099886 3873843.846783 0.000000
379361.619979 3873841.429001 0.000000
378794.682796 3874045.756089 0.000000
378631.539301 3873851.122070 0.000000
378972.186869 3874037.052090 0.000000
379111.935494 3874037.637639 0.000000
379265.879300 3874028.053929 0.000000
379409.409883 3874010.956733 0.000000
379544.140022 3873839.014877 0.000000
378634.493209 3874072.935116 0.000000
378793.971774 3874266.796984 0.000000
378955.030912 3874222.859244 0.000000
379115.568463 3874215.181948 0.000000
379233.504869 3874319.430513 0.000000
379402.845323 3874211.519869 0.000000
379547.071708 3874060.827613 0.000000
378637.447265 3874294.748231 0.000000
378802.358271 3874485.598256 0.000000
379000.770024 3874423.072371 0.000000
379203.239355 3874542.504503 0.000000
379390.064598 3874418.199728 0.000000
379550.003541 3874282.640420 0.000000
378640.401469 3874516.561415 0.000000
378803.024707 3874707.242158 0.000000
378993.490633 3874651.543718 0.000000
379206.902687 3874763.753366 0.000000
379392.607704 3874637.910307 0.000000
379552.935521 3874504.453295 0.000000
378643.355821 3874738.374668 0.000000
378806.067720 3874929.142929 0.000000
378997.260571 3874873.556711 0.000000
379209.839524 3874985.267060 0.000000
379396.073747 3874858.385222 0.000000
379555.867648 3874726.266240 0.000000
378646.310322 3874960.187991 0.000000
378809.018153 3875150.934076 0.000000
379000.203201 3875095.114873 0.000000
379212.777095 3875206.825187 0.000000
379399.009748 3875080.176150 0.000000
379558.799922 3874948.079254 0.000000
378649.264971 3875182.001383 0.000000
378811.968734 3875372.725293 0.000000
379003.145980 3875316.673104 0.000000
379215.715108 3875428.405564 0.000000
379401.945750 3875301.956057 0.000000
379561.732344 3875169.892338 0.000000
378652.219767 3875403.814844 0.000000
378814.919316 3875594.505488 0.000000
379006.089200 3875538.253585 0.000000
379218.653268 3875649.986010 0.000000
379404.881898 3875523.736032 0.000000
379564.664912 3875391.705491 0.000000
378655.174712 3875625.628375 0.000000
